3, 1, 14.0, 4, 23, 3, 3, 0, 0, 9, 5, 5, 0.6428571428571429
3, 2, 12.0, 4, 23, 3, 3, 0, 0, 4, 8, 10, 0.30769230769230765
3, 3, 7.0, 4, 23, 3, 3, 0, 0, 2, 5, 16, 0.16
3, 4, 11.0, 4, 23, 3, 3, 0, 0, 8, 3, 8, 0.5925925925925926
3, 5, 13.0, 4, 23, 3, 3, 0, 0, 11, 2, 4, 0.7857142857142856
3, 6, 6.0, 4, 23, 3, 3, 0, 0, 0, 6, 4, 0
3, 8, 6.0, 4, 23, 3, 3, 0, 0, 0, 6, 4, 0
3, 9, 11.0, 4, 23, 3, 3, 0, 0, 1, 10, 3, 0.13333333333333333
3, 10, 10.0, 4, 23, 3, 3, 0, 0, 2, 8, 4, 0.25
3, 11, 12.0, 4, 23, 3, 3, 0, 0, 1, 11, 5, 0.1111111111111111
3, 12, 11.0, 4, 23, 3, 3, 0, 0, 1, 10, 4, 0.12500000000000003
3, 13, 20.0, 4, 23, 3, 3, 0, 0, 9, 11, 4, 0.5454545454545455
4, 1, 3.0, 1, 26, 1, 3, 0, 0, 3, 0, 11, 0.35294117647058826
4, 2, 5.0, 1, 26, 1, 3, 0, 0, 4, 1, 10, 0.4210526315789473
4, 3, 7.0, 1, 26, 1, 3, 0, 0, 5, 2, 13, 0.4
4, 4, 4.0, 1, 26, 1, 3, 0, 0, 3, 1, 13, 0.3
4, 5, 10.0, 1, 26, 1, 3, 0, 0, 8, 2, 7, 0.64
4, 6, 2.0, 1, 26, 1, 3, 0, 0, 0, 2, 4, 0
4, 8, 1.0, 1, 26, 1, 3, 0, 0, 0, 1, 4, 0
4, 9, 3.0, 1, 26, 1, 3, 0, 0, 1, 2, 3, 0.28571428571428575
4, 10, 3.0, 1, 26, 1, 3, 0, 0, 1, 2, 5, 0.2222222222222222
4, 11, 5.0, 1, 26, 1, 3, 0, 0, 1, 4, 5, 0.1818181818181818
4, 13, 12.0, 1, 26, 1, 3, 0, 0, 10, 2, 3, 0.8
5, 1, 13.0, 1, 24, 2, 5, 0, 10, 9, 4, 5, 0.6666666666666666
5, 2, 10.0, 1, 24, 2, 5, 0, 10, 7, 3, 7, 0.5833333333333334
5, 3, 19.0, 1, 24, 2, 5, 0, 10, 11, 8, 7, 0.5945945945945946
5, 4, 10.0, 1, 24, 2, 5, 0, 10, 5, 5, 11, 0.38461538461538464
5, 5, 16.0, 1, 24, 2, 5, 0, 10, 11, 5, 4, 0.7096774193548386
5, 6, 3.0, 1, 24, 2, 5, 0, 10, 0, 3, 4, 0
5, 8, 1.0, 1, 24, 2, 5, 0, 10, 0, 1, 4, 0
5, 9, 5.0, 1, 24, 2, 5, 0, 10, 0, 5, 4, 0
5, 11, 3.0, 1, 24, 2, 5, 0, 10, 1, 2, 5, 0.2222222222222222
5, 12, 4.0, 1, 24, 2, 5, 0, 10, 0, 4, 5, 0
5, 13, 4.0, 1, 24, 2, 5, 0, 10, 3, 1, 10, 0.3529411764705882
6, 1, 12.0, 1, 25, 0, 3, 9, 0, 7, 5, 7, 0.5384615384615384
6, 2, 9.0, 1, 25, 0, 3, 9, 0, 7, 2, 7, 0.6086956521739131
6, 3, 12.0, 1, 25, 0, 3, 9, 0, 4, 8, 14, 0.26666666666666666
6, 4, 12.0, 1, 25, 0, 3, 9, 0, 4, 8, 12, 0.28571428571428575
6, 5, 12.0, 1, 25, 0, 3, 9, 0, 9, 3, 6, 0.6666666666666665
7, 1, 4.0, 1, 25, 2, 5, 0, 0, 2, 2, 12, 0.22222222222222224
7, 2, 6.0, 1, 25, 2, 5, 0, 0, 3, 3, 11, 0.3
7, 3, 5.0, 1, 25, 2, 5, 0, 0, 4, 1, 14, 0.3478260869565218
7, 4, 3.0, 1, 25, 2, 5, 0, 0, 2, 1, 14, 0.21052631578947367
7, 5, 10.0, 1, 25, 2, 5, 0, 0, 8, 2, 7, 0.64
7, 6, 2.0, 1, 25, 2, 5, 0, 0, 0, 2, 4, 0
7, 9, 4.0, 1, 25, 2, 5, 0, 0, 1, 3, 3, 0.25
7, 11, 3.0, 1, 25, 2, 5, 0, 0, 1, 2, 5, 0.2222222222222222
7, 12, 2.0, 1, 25, 2, 5, 0, 0, 0, 2, 5, 0
7, 13, 13.0, 1, 25, 2, 5, 0, 0, 9, 4, 4, 0.6923076923076923
8, 1, 8.0, 1, 25, 0, 3, 0, 10, 7, 1, 7, 0.6363636363636364
8, 2, 9.0, 1, 25, 0, 3, 0, 10, 5, 4, 9, 0.43478260869565216
8, 3, 7.0, 1, 25, 0, 3, 0, 10, 6, 1, 12, 0.48
8, 4, 15.0, 1, 25, 0, 3, 0, 10, 7, 8, 9, 0.45161290322580644
8, 5, 13.0, 1, 25, 0, 3, 0, 10, 11, 2, 4, 0.7857142857142856
8, 6, 1.0, 1, 25, 0, 3, 0, 10, 0, 1, 4, 0
8, 8, 4.0, 1, 25, 0, 3, 0, 10, 0, 4, 4, 0
8, 9, 4.0, 1, 25, 0, 3, 0, 10, 0, 4, 4, 0
8, 10, 4.0, 1, 25, 0, 3, 0, 10, 1, 3, 5, 0.2
8, 11, 7.0, 1, 25, 0, 3, 0, 10, 1, 6, 5, 0.15384615384615383
8, 12, 9.0, 1, 25, 0, 3, 0, 10, 1, 8, 4, 0.14285714285714285
8, 13, 12.0, 1, 25, 0, 3, 0, 10, 7, 5, 6, 0.5599999999999999
